Ticker,Name,Exchange,Category Name,Country
BHUWALST.BO,Bhuwalka Steel Industries Limited,BSE,,India
BHARATWIRE.BO,Bharat Wire Ropes Limited,BSE,,India
BIBCL.BO,Bharat Immunologicals & Biologicals Corp. Ltd.,BSE,,India
BEPL.NS,Bhansali Engineering Polymers Limited,NSI,Chemicals - Major Diversified,India
BHAGCHEM.BO,Bhagiradha Chemicals & Industries Ltd.,BSE,,India
BHARATWIRE.NS,Bharat Wire Ropes Limited,NSI,Steel & Iron,India
BHARATGEAR.BO,BHARAT GEARS LTD.,BSE,,India
BIL.NS,Bhartiya International Limited,NSI,Textile - Apparel Footwear & Accessories,India
BILCONTI.BO,BILCONTI.BO,BSE,,India
BTTL.BO,Bhilwara Technical Textiles Ltd,BSE,,India
BILINDS.BO,BHUPENDRAIND,BSE,,India
NBVENTURES.NS,Nava Bharat Ventures Limited,NSI,Electric Utilities,India
BHAGYNAGAR.NS,Bhagyanagar India Limited,NSI,Diversified Electronics,India
BHUSANSTL-EQ.NS,BHUSHAN STEEL LIMITED,NSI,,India
BHUSANSTL.NS,Bhushan Steel Limited,NSI,Steel & Iron,India
BHARATFORG.BO,Bharat Forge Limited,BSE,,India
BHUSANSTL6.BO,BHUSANSTL6.BO,BSE,,India
SHBCLQ.BO,Shivalik Bimetal Controls Limited,BSE,,India
BIRLACOT.BO,Birla Cotsyn (India) Limited,BSE,,India
BIOCON.NS,Biocon Limited,NSI,,India
TRINITY.BO,TRINITY BIO-TECH LTD.,BSE,,India
TRABI.BO,Transgene Biotek Ltd.,BSE,,India
TASTYBIT.BO,Tasty Bite Eatables Ltd.,BSE,,India
STERLINBIO.BO,Sterling Biotech Limited,BSE,,India
SHARONBIO.BO,Sharon Bio Medicine Limited,BSE,,India
SAAMYABIO.BO,Saamya Biotech (India) Limited,BSE,,India
PANACEABIO.BO,Panacea Biotec Ltd.,BSE,,India
HINDBIO.BO,Hindustan Bio Sciences Ltd.,BSE,,India
GUFICBIO.BO,Gufic Biosciences Ltd.,BSE,,India
CELESTIAL.NS,Celestial Biolabs Limited,NSI,Biotechnology,India
BIRMT.BO,BIRMINGHAM THERMOTECH LTD.,BSE,,India
BIOPAC.BO,Biopac India Corp. Ltd.,BSE,,India
BSLFEFS4DN.BO,Birla Sun Life Mutual Fund,BSE,,India
BLUEBIRD.BO,BLUE BIRD (INDIA) LTD.,BSE,,India
BISIL.BO,Bisil Plast Limited,BSE,,India
BILCARE6.BO,BILCARE6.BO,BSE,,India
INDBF.BO,INDO BIOTECH FOODS LTD.,BSE,,India
BILENERGY.BO,BIL ENERGY SYSTEMS LTD.,BSE,,India
INDRANIB.BO,Indrayani Biotech Limited,BSE,,India
GENOMICS.BO,GENOMICS BIOTECH LTD.,BSE,,India
BILENERGY-EQ.NS,BIL ENERGY SYSTEMS INR1,NSI,,India
TITANBIO.BO,Titan Biotech Limited,BSE,,India
BSLFEFS5DN.BO,Birla Sun Life Mutual Fund,BSE,,India
HPCBL.BO,HPC BIOSCIENCES LTD.,BSE,,India
BIHRFOC.BO,BIHAR FOUNDRY & CASTINGS LTD.,BSE,,India
BSLFEFS1RG.BO,BIRLA SUN LIFE MUTUAL FUND- BI,BSE,,India
SOCRUSBIO.BO,SOCRUS BIO SCIENCES LIMITED,BSE,,India
BIRLATR.BO,Birla Transasia Carpets Limited,BSE,,India
BINNY.BO,Binny Limited,BSE,,India
MEDICAMEQ.BO,Medicamen Biotech Ltd.,BSE,,India
BIRLAPAC.BO,BIRLA PACIFIC MEDSPA LTD.,BSE,,India
EBFL.BO,ESTEEM BIO ORGANIC FOOD PROCES,BSE,,India
PANACEABBPH.BO,PANACEA BIO*,BSE,,India
BSLFEFS5RG.BO,Birla Sun Life Mutual Fund,BSE,,India
BINDALAGRO.BO,Oswal Greentech Limited,BSE,,India
CITURGIA.BO,CITURGIA BIOCHEMICALS LTD.,BSE,,India
JUPITER.BO,JUPITER BIOSCIENCE LTD.,BSE,,India
BSLFEFS1RN.BO,BIRLA SUN LIFE MUTUAL FUND- BI,BSE,,India
GUJTHEM.BO,Gujarat Themis Biosyn Ltd.,BSE,,India
BSLFEFS2DN.BO,BIRLA SUN LIFE MUTUAL FUND- B,BSE,,India
BSLFEFS5RN.BO,Birla Sun Life Mutual Fund,BSE,,India
SHEETALB.BO,SHEETAL BIO-AGRO TECH LTD.,BSE,,India
BSLFEFS6DG.BO,Birla Sun Life Mutual Fund,BSE,,India
BIOFILCHEM.BO,BIOFIL CHEMICALS & PHARMACEUTI,BSE,,India
BSLFEFS2DG.BO,BIRLA SUN LIFE MUTUAL FUND- B,BSE,,India
BSLFEFS2RG.BO,BIRLA SUN LIFE MUTUAL FUND- BI,BSE,,India
BIRLACOT-BE.NS,BIRLA COTSYN (INDI INR1,NSI,,India
NATHBIOGEN-EQ.NS,NATH BIO-GENES (IN INR10,NSI,,India
VIVOBIOT.BO,VIVO BIO TECH LTD.,BSE,,India
BIRLAPREC.BO,Birla Precision Technologies Ltd,BSE,,India
BINDALAGRO-EQ.NS,OSWAL GREENTECH LI INR10,NSI,,India
KOPDRUGS.BO,KDL BIOTECH LTD.,BSE,,India
BSLFEFS6RG.BO,Birla Sun Life Mutual Fund,BSE,,India
KOLARBIO.BO,KOLAR BIOTECH LTD.,BSE,,India
BIRLACORPN.BO,BIRLA CORPORATION LTD.,BSE,,India
BINNYMILLS.BO,BINNY MILLS LTD.,BSE,,India
BSLFEFS4RN.BO,Birla Sun Life Mutual Fund,BSE,,India
BIJHANS.BO,BIJOY HANS LTD.,BSE,,India
BSLFEFS3RN.BO,Birla Sun Life Mutual Fund,BSE,,India
SHKRISHNAB.BO,SHREEKRISHNA BIOTECH LTD.,BSE,,India
BSLNIFTY.NS,Birla Sun Life Nifty ETF,NSI,,India
BSLFEFS6DN.BO,Birla Sun Life Mutual Fund,BSE,,India
BIRSHLEDU.BO,Birla Shloka Edutech Ltd,BSE,,India
STERLINBIO.NS,Sterling Biotech Limited,NSI,Biotechnology,India
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSI,Agricultural Chemicals,India
BIOWIN.BO,BIOWIN.BO,BSE,,India
BIRLAPOWER.BO,Birla Power Solutions Limited,BSE,,India
BIRLAPOWER-BZ.NS,BIRLA POWER SOL. LTD,NSI,,India
BOSTONBIO.BO,BOSTON BIO SYSTEMS LTD.,BSE,,India
CHEMCEL.BO,CHEMCEL BIO-TECH LTD.,BSE,,India
SBCL.BO,Synergy Bizcon Limited,BSE,,India
BSLFEFS5DG.BO,Birla Sun Life Mutual Fund,BSE,,India
BINDALAGRO.NS,Oswal Greentech Limited,NSI,Asset Management,India
BILENERGY.NS,Bil Energy Systems Limited,NSI,Metal Fabrication,India
BSLFEFS3RG.BO,Birla Sun Life Mutual Fund,BSE,,India
BINDALAGRO-BE.NS,OSWAL CHEM & FERT-DEP SET,NSI,,India
BSLFEFS3DG.BO,Birla Sun Life Mutual Fund,BSE,,India
BILINDU.BO,BIL INDUSTRIES LTD.,BSE,,India
RIDDHI.BO,Riddhi Siddhi Gluco Biols Limited,BSE,,India
TULASEEBIOE.BO,TULASEE BIO-ETHANOL LTD.,BSE,,India
BIOCON-EQ.NS,BIOCON LIMITED,NSI,,India
BRAWN.BO,Brawn Biotech Limited,BSE,,India
BIRLACOT.NS,Birla Cotsyn (India) Limited,NSI,Textile Industrial,India
OBIL.BO,OCEANAA BIOTEK INDUSTRIES LTD,BSE,,India
BSLGOLDETF.NS,Birla Sun Life Gold ETF,NSI,,India
BIRLACAP.BO,Birla Capital & Financial Services Limited,BSE,,India
CAMSONBIO.BO,Camson Bio Technologies Limited,BSE,,India
BSLELFS5RG-MF.NS,BIRLA SUN LIFE MUT EMERGING LEA,NSI,,India
BONANZAB.BO,BONANZA BIOTECH LTD.,BSE,,India
CELESTIAL.BO,Celestial Biolabs Ltd.,BSE,,India
KOPDRUGS-BZ.NS,KDL BIOTECH LIMITED,NSI,,India
BSLFEFS4RG.BO,Birla Sun Life Mutual Fund,BSE,,India
BSLCAP21RG-MF.NS,BIRLA SUN LIFE MUT CAPITAL PR O,NSI,,India
CELESTIAL-EQ.NS,CELESTIAL BIOLABS LIMITED,NSI,,India
MAVENSBIO.BO,Mavens Biotech Limited,BSE,,India
BSLFTPLVDG-MF.NS,BIRLA SUN LIFE MUT FTP LV 1099D,NSI,,India
BILPOWER-BE.NS,BILPOWER LTD INR10(DEMAT),NSI,,India
BITL.BO,BRONZE INFRA-TECH LTD.,BSE,,India
BILATOR.BO,BILATI (ORISSA) LTD.,BSE,,India
BILPOWER-EQ.NS,BILPOWER LIMITED,NSI,,India
PANACEABIO.NS,Panacea Biotec Limited,NSI,Biotechnology,India
BSLFEFS3DN.BO,Birla Sun Life Mutual Fund,BSE,,India
BITS.BO,Bits Ltd.,BSE,,India
BIJLTEX.BO,BIJLEE TEXTILES LTD.,BSE,,India
BSLFEFS2RG-MF.NS,BIRLA SUN LIFE MUT FOCUSED EQ 2,NSI,,India
GBL.BO,GBL INDUSTRIES LIMITED,BSE,,India
BIOCON.BO,Biocon Limited,BSE,,India
INDOFREB.BO,INDO-FRENCH BIOTECH ENTERPRISE,BSE,,India
BI.BO,Bilcare Ltd.,BSE,,India
BSLFEFS6RN.BO,Birla Sun Life Mutual Fund,BSE,,India
SBBJ6.BO,SBBJ6.BO,BSE,,India
BSLFEFS4DG.BO,Birla Sun Life Mutual Fund,BSE,,India
BILPOWER.BO,BILPOWER LTD.,BSE,,India
NATHBIOGEN.BO,NATH BIO-GENES (INDIA) LTD,BSE,,India
GVBL.BO,GENOMIC VALLEY BIOTECH LIMITED,BSE,,India
BIHSPONG.BO,Bihar Sponge Iron Ltd.,BSE,,India
NATHBIOGEN-BE.NS,Nath Bio-Genes (I) Ltd,NSI,,India
BSLGOLDETF.BO,BIRLA SUN LIFE MUTUAL FUND - B,BSE,,India
SHARONBIO.NS,Sharon Bio-Medicine Ltd.,NSI,Drug Manufacturers - Major,India
VALPLUS.BO,VALPLUS BIOTECH LTD.,BSE,,India
BSLFEFS2RN.BO,BIRLA SUN LIFE MUTUAL FUND- BI,BSE,,India
BIRLAMONEY-EQ.NS,ADITYA BIRLA MONEY INR1,NSI,,India
VIVANZA.BO,Vivanza Biosciences Limited,BSE,,India
HESTERBIO-EQ.NS,HESTER BIOSCIENCES INR10,NSI,,India
SHREEGANES.BO,Shree Ganesh Biotech (India) L,BSE,,India
SBTL.BO,Southern Online Bio Technologies Ltd.,BSE,,India
BINANIIND.BO,BINANI INDUSTRIES LTD.,BSE,,India
BILPOWER.NS,Bilpower Limited,NSI,Diversified Machinery,India
BIRLAERIC-BE.NS,BIRLA ERICSON LTD.,NSI,,India
STERLINBIO-EQ.NS,STERLING BIOTECH INR1,NSI,,India
CLASSICB.BO,CLASSIC BIOTECH & EXPORTS LTD.,BSE,,India
GAYATRIBI.BO,Gayatri BioOrganics Limited,BSE,,India
BSLFEFS1DN.BO,BIRLA SUN LIFE MUTUAL FUND - B,BSE,,India
DSQBIO.BO,DSQ BIOTECH LTD.,BSE,,India
BINASYN.BO,BINACA SYNTHETIC RESINS LTD.,BSE,,India
DOCTORBI.BO,DOCTORS BIOTECH INDIA LTD.,BSE,,India
BINANIIND.NS,Edayar Zinc Limited,NSI,General Building Materials,India
GUFICBIO.NS,Gufic Biosciences Limited,NSI,Drugs - Generic,India
BSLFEFS1DG.BO,BIRLA SUN LIFE MUTUAL FUND - B,BSE,,India
BIRLACORPN.NS,Birla Corporation Limited,NSI,General Building Materials,India
HESTERBIO.NS,Hester Biosciences Limited,NSI,Drug Manufacturers - Major,India
BKDUPLEX.BO,B.K.DUPLEX BOARD LTD.,BSE,,India
BANKBARODA-IL.NS,BK OF BARODA INR2,NSI,,India
BKV.BO,BKV Industries Ltd.,BSE,,India
BLISSGVS.BO,Bliss Gvs Pharma Limited,BSE,,India
BLUECHIPT.BO,Blue Chip Tex Industries Ltd,BSE,,India
BLUBLND-B.BO,Blue Blends (India) Ltd.,BSE,,India
BLSINFOTE.BO,BLS Infotech Ltd.,BSE,,India
BLCISER6.BO,BLCISER6.BO,BSE,,India
PENPEBS-BE.NS,Pennar Eng Bldg Sys Ltd,NSI,,India
BLCISER.BO,BLUE CIRCLE SERVICES LTD.,BSE,,India
BLBLIMITED-EQ.NS,BLB INR1,NSI,,India
BLBLIMITED.NS,BLB Limited,NSI,Investment Brokerage - National,India
PHILIPCARB.NS,Phillips Carbon Black Limited,NSI,Chemicals - Major Diversified,India
BLUEDART.NS,Blue Dart Express Limited,NSI,Air Delivery & Freight Services,India
BPTEX.BO,BLUE PEARL TEXSPIN LIMITED,BSE,,India
D3YRCEERDP.BO,DSP BlackRock Mutual Fund,BSE,,India
BLUECOAST.NS,Blue Coast Hotels Limited,NSI,Lodging,India
BLUEBLENDS.NS,BLUE BLENDS (INDIA INR10,NSI,,India
BLISSGVS.NS,Bliss Gvs Pharma Limited,NSI,Drug Manufacturers - Major,India
BLEBLNI.BO,BLUBLEND IND,BSE,,India
BLBLNDS.BO,BLUE BLENDS,BSE,,India
BLUESTINFO-EQ.NS,BLUE STAR INFOTECH LIMITED,NSI,,India
BLUECHIP.NS,Blue Chip India Limited,NSI,Investment Brokerage - National,India
D3YRCEERG.BO,DSP BlackRock Mutual Fund,BSE,,India
BLOOM.BO,Bloom Dekor Limited,BSE,,India
BLUECHIP-BE.NS,BLUE CHIP INDIA LTD.,NSI,,India
BLUECLOUDS.BO,Blue Cloud Softech Solutions L,BSE,,India
D3YRCEEDG.BO,DSP BlackRock Mutual Fund,BSE,,India
BLUCHIP.BO,Bluechip Stockspin Ltd.,BSE,,India
BLUECOAST-BE.NS,BLUE COAST HOTELS INR10,NSI,,India
BLAZONMRB.BO,BLAZON MARBLES LIMITED,BSE,,India
BLJIGAL.BO,BALAJI GALVANISING INDUSTRIES,BSE,,India
BLUECOAST.BO,BLUE COAST HOTELS LTD.,BSE,,India
BLOIN.BO,Bloom Industries Limited,BSE,,India
D3YRCEEDDP.BO,DSP BlackRock Mutual Fund,BSE,,India
BLBLEND.BO,BLUE BLENDS,BSE,,India
BLACKROSE.BO,Black Rose Industries Ltd,BSE,,India
BLUESTARCO.BO,BLUE STAR LTD.,BSE,,India
PHILIPCARB-EQ.NS,PHILLIPS CARBON BLACK LIMITED,NSI,,India
BLUEBLENDS-EQ.NS,BLUE BLENDS (INDIA INR10,NSI,,India
BLUEBLENDS-BE.NS,BLUE BLENDS (I) LTD,NSI,,India
BLUESTARCO.NS,Blue Star Limited,NSI,Home Furnishings & Fixtures,India
BLUESTARCO6.BO,BLUESTARCO6.BO,BSE,,India
BLUEDART.BO,Blue Dart Express Ltd.,BSE,,India
BLUESTINFO.NS,Blue Star Infotech Ltd.,NSI,,India
BVL.BO,Blueblood Ventures Limited,BSE,,India
BLUECHIP.BO,BLUE CHIP INDIA LTD.,BSE,,India
PHILIPCARB.BO,PHILLIPS CARBON BLACK LTD.,BSE,,India
BLBLIMITED.BO,BLB LTD.,BSE,,India
NCCBLUE.BO,NCC BLUE WATER PRODUCTS LTD.,BSE,,India
BLUECOAST-EQ.NS,BLUE COAST HOTELS INR10,NSI,,India
BLUESTINFO.BO,Blue Star Infotech Ltd.,BSE,,India
BLUEDART6.BO,BLUEDART6.BO,BSE,,India
SALSAIN.BO,SHREE SALASAR INVESTMENT LTD.,BSE,,India
NIFTYBEES-EQ.NS,NIFTY BMARK EXCH. TRD FND,NSI,,India
BMBMUMG.BO,BMB Music & Magnetics Limited,BSE,,India
GEOJITBNPP.NS,Geojit Financial Services Limited,NSI,,India
BNKCAP.BO,BNK Capital Markets Ltd.,BSE,,India
BNANJEN.BO,B.nanji Enterprises Ltd,BSE,,India
GEOJITBNPP-EQ.NS,GEOJIT BNP PARIBAS INR1,NSI,,India
BNRUDY.BO,BNR Udyog Ltd.,BSE,,India
BNRSEC.BO,BN Rathi Securities Ltd.,BSE,,India
BNPCPGII-MF.NS,BNP PARIBAS MF CAPITAL PRT ORIE,NSI,,India
BNALTD.BO,B&A Ltd.,BSE,,India
GEOJITBNPP.BO,GEOJIT BNP PARIBAS FINANCIAL S,BSE,,India
BRFL.BO,Bombay Rayon Fashion Limited,BSE,,India
BORAX.BO,Borax Morarji Limited,BSE,,India
SAURAPB-B.BO,SAURASHTRA PAPER & BOARD MILLS,BSE,,India
BODALCHEM.NS,Bodal Chemicals Limited,NSI,Specialty Chemicals,India
BOSCHLTD.BO,BOSCH LTD.,BSE,,India
BODALCHEM-EQ.NS,BODAL CHEMICALS INR2.00,NSI,,India
BOSCHLTD4.BO,BOSCHLTD4.BO,BSE,,India
CREWBOS6.BO,CREWBOS6.BO,BSE,,India
UVBOARDS.BO,UV Boards Ltd.,BSE,,India
VICTORYPP.BO,VICTORY PAPER & BOARDS (INDIA),BSE,,India
CREWBOS.BO,Crew B.O.S. Products Limited,BSE,,India
BOMSS.BO,Bombay Swadeshi Stores Ltd.,BSE,,India
BOSCHLTD-EQ.NS,BOSCH LIMITED,NSI,,India
INDOBORAX.BO,Indo Borax & Chemicals Ltd.,BSE,,India
GENUSPAPER-EQ.NS,GENUS PAPER AND BO INR10,NSI,,India
INDOBONIT.BO,Indo Bonito Multinational Ltd.,BSE,,India
BOSCHBBPH.BO,BOSCH LTD*,BSE,,India
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,NSI,Textile Industrial,India
BOMDYEING-EQ.NS,BOMBAY DYEING & MFG COMPANY LIM,NSI,,India
BODALCHEM.BO,Bodal Chemicals Ltd.,BSE,,India
BOSTONTEK.BO,BOSTON TEKNOWSYS (INDIA) LTD,BSE,,India
BONINDL.BO,Bonanza Industries Limited,BSE,,India
GUJBOROS.BO,Gujarat Borosil Limited,BSE,,India
GENUSPAPER.NS,Genus Paper & Boards Limited,NSI,Paper & Paper Products,India
CEBBCO.NS,Commercial Engineers & Body Builders Co Limited,NSI,Railroads,India
SESHAPAPER.BO,SESHASAYEE PAPER & BOARDS LTD.,BSE,,India
BOROSILBBPH.BO,BOROSIL*,BSE,,India
BODHTREE-BE.NS,BODHTREE-BE.NS,NSI,,India
BODHTREE.BO,Bodhtree Consulting Limited,BSE,,India
PRAGBOS.BO,Prag Bosimi Synthetics Ltd.,BSE,,India
BOMBPOT.BO,BOMBAY POTTERIES & TILES LTD.,BSE,,India
NEPCPAPER.BO,NEPC PAPER & BOARD LTD.,BSE,,India
BRFL.NS,Bombay Rayon Fashions Limited,NSI,,India
BOBSHELL.BO,BOBSHELL ELECTRODES LTD.,BSE,,India
GENUSPAPER.BO,GENUS PAPER & BOARDS LIMITED,BSE,,India
BOMDYEING.BO,BOMBAY DYEING & MFG.CO.LTD.,BSE,,India
BOMBWIR.BO,BOMBAY WIRE ROPES LTD.,BSE,,India
CEBBCO.BO,COMMERCIAL ENGINEERS & BODY BU,BSE,,India
BRFL6.BO,BRFL6.BO,BSE,,India
BOMOXY-B1.BO,Bombay Oxygen Corporation Limited,BSE,,India
CEBBCO-EQ.NS,COMMERCIAL ENGINEERS & BODY BUI,NSI,,India
BPL.BO,BPL Limited,BSE,,India
BPL.NS,BPL Limited,NSI,Electronic Equipment,India
BPL-EQ.NS,BPL LIMITED,NSI,,India
BPCAP.BO,B. P. CAPITAL LTD,BSE,,India
BROADCAST.BO,Broadcast Initiatives Ltd.,BSE,,India
BRIGADE.BO,Brigade Enterprises Ltd.,BSE,,India
BRIDGESE.BO,Bridge Securities Limited,BSE,,India
BRADYM.BO,Brady & Morris Engineering Company Limited,BSE,,India
DBSTOCKBRO.NS,DB (International) Stock Brokers Ltd,NSI,Investment Brokerage - National,India
UBL.NS,United Breweries Limited,NSI,Beverages - Brewers,India
IBRIGST.BO,INDIAN BRIGHT STEEL CO.LTD.,BSE,,India
GMBREW.BO,GM Breweries Ltd,BSE,,India
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,NSI,Auto Parts,India
UBL6.BO,UBL6.BO,BSE,,India
BRITANNIA6.BO,BRITANNIA6.BO,BSE,,India
BROADCAST.NS,Broadcast Initiatives Limited,NSI,,India
UBHOLDINGS.BO,UNITED BREWERIES (HOLDINGS) LT,BSE,,India
KIRLOSBROS.NS,Kirloskar Brothers Limited,NSI,Diversified Machinery,India
SUNBRIGHT.BO,SUNBRIGHT STOCK BROKING LTD.,BSE,,India
TV18BRDCST.BO,TV18 BROADCAST LTD.,BSE,,India
NOIDATOLL-EQ.NS,NOIDA TOLL BRIDGE COMPANY LIMIT,NSI,,India
BROOKS.NS,Brooks Laboratories Limited,NSI,Drug Manufacturers - Major,India
KIRLOSBROS.BO,KIRLOSKAR BROTHERS LTD.,BSE,,India
CHASBRT.BO,CHASE BRIGHT STEEL LTD.,BSE,,India
RBL.NS,Rane Brake Lining Limited,NSI,Auto Parts,India
SUNDRMBRAK-EQ.NS,SUNDARAM BRAKE LININGS LIMITED,NSI,,India
BRAHMANAN.BO,Brahmanand Himghar Ltd.,BSE,,India
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSI,General Contractors,India
GLOBALFIL.BO,GLOBAL FILMS & BROADCASTING LT,BSE,,India
SDBL-EQ.NS,SOM DISTIL & BREW INR10,NSI,,India
KOHINOORBRO.BO,Kohinoor Broadcasting Corporation Ltd.,BSE,,India
KIRLOSBROS-EQ.NS,KIRLOSKAR BROTHERS INR2,NSI,,India
BSELINFRA.NS,BSEL Infrastructure Realty Limited,NSI,Real Estate Development,India
BSL-EQ.NS,BSL LIMITED,NSI,,India
SETFBSE100.BO,SBI ETF BSE 100 ETF,BSE,,India
BSL.BO,BSL Limited,BSE,,India
BSLIMITED.BO,BS LTD.,BSE,,India
BSLIMITED.NS,BS Limited,NSI,General Contractors,India
BSILTD.BO,BSI LTD.,BSE,,India
BSL.NS,BSL Limited,NSI,Textile Industrial,India
BURNPUR.NS,Burnpur Cement Limited,NSI,General Building Materials,India
PENPEBS.NS,Pennar Engineered Building Systems Limited,NSI,Metal Fabrication,India
MARBU.BO,Martin Burn Ltd,BSE,,India
BUDGEBUDGE.BO,BUDGE BUDGE COMPANY LIMITED,BSE,,India
NBCC.BO,NBCC (India) Limited,BSE,,India
BURNPUR-EQ.NS,BURNPUR CEMENT LTD INR10,NSI,,India
GUJBP.BO,GUJARAT BULK PACKS LTD.,BSE,,India
KMFBLDR.BO,KMF Builders & Developers Ltd,BSE,,India
$BURRB51.BO,BURR BROWN I,BSE,,India
GYANDEV.BO,GYAN DEVELOPERS & BUILDERS LTD,BSE,,India
DHENUBUILD.BO,DHENU BUILDCON INFRA LTD.,BSE,,India
VIJSHAN.BO,Vijay Shanthi Builders Limited,BSE,,India
NAVBLDR.BO,Navkar Builders Ltd.,BSE,,India
GBFL.BO,Goenka Business & Finance Limi,BSE,,India
EASTBUILD.BO,EAST BUILDTECH LTD.,BSE,,India
FRONTBUSS.BO,Inanna Fashion and Trends Limited,BSE,,India
PENPEBS.BO,Pennar Engineered Building Sys,BSE,,India
VIJSHAN.NS,Vijay Shanthi Builders Limited,NSI,Residential Construction,India
SAWABUSI.BO,Sawaca Business Machines Limited,BSE,,India
SBL.BO,SIDDARTH BUSINESSES LTD,BSE,,India
PENPEBS-EQ.NS,PENNAR ENGINEERED INR10,NSI,,India
ERABUILD.BO,ERA BUILDSYS LIMITED,BSE,,India
PATIDAR.BO,PATIDAR BUILDCON LIMITED,BSE,,India
BURNPUR.BO,Burnpur Cement Ltd.,BSE,,India
BWLLTD.BO,BWL LTD.,BSE,,India
BYKE.NS,THE BYKE HOSPITALI INR10,NSI,,India
THEBYKE.NS,The Byke Hospitality Limited,NSI,Lodging,India
BYKE-EQ.NS,THE BYKE HOSPITALI INR10,NSI,,India
SPCAPIT.BO,S P Capital Financing Ltd.,BSE,,India
SOLCT.BO,Solid Carbide Tools Ltd,BSE,,India
SMIFS.BO,SMIFS Capital Markets Limited,BSE,,India
MARVEL.BO,Marvel Capital & Finance (India) Ltd.,BSE,,India
INDOCRED.BO,Indo Credit Capital Ltd,BSE,,India
GOGIACAP.BO,Gogia Capital Services Ltd.,BSE,,India
GOACARBON.NS,Goa Carbon Limited,NSI,Specialty Chemicals,India
EXCAST.BO,EXCEL CASTRONICS LIMITED,BSE,,India
EMGEECA.BO,Emgee Cables & Communications Ltd,BSE,,India
ELECTCAST.NS,Electrosteel Castings Limited,NSI,General Building Materials,India
DHRUVCA.BO,Dhruva Capital Services Ltd.,BSE,,India
CENTRUM.BO,Centrum Capital Limited,BSE,,India
CATECH.BO,Cat Technologies Ltd.,BSE,,India
CASTROLIND.NS,Castrol India Limited,NSI,Specialty Chemicals,India
CARNATIN.BO,Carnation Industries Limited,BSE,,India
CAPRICORN.BO,CAPRICORN SYSTEMS GLOBAL SOLUT,BSE,,India
CAPPL.BO,Caplin Point Laboratories Ltd,BSE,,India
CAPITALT.BO,Capital Trust Ltd.,BSE,,India
CANDC.NS,C & C Constructions Limited,NSI,General Contractors,India
CAIRN.BO,Cairn India Limited,BSE,,India
CADILAHC.NS,Cadila Healthcare Limited,NSI,Drugs - Generic,India
KOKUYOCMLN.BO,KOKUYO CAMLIN LTD.,BSE,,India
NAHARCAP.BO,Nahar Capital and Financial Services Limited,BSE,,India
SANHP.BO,SANGAM HEALTH CARE PRODUCTS LT,BSE,,India
SATIN-BL.NS,SATIN CREDIT CARE INR10,NSI,,India
KMCAPIT.BO,KM CAPITAL LTD.,BSE,,India
CAPLIPOINT-EQ.NS,CAPLIN POINT LABOR INR2,NSI,,India
CANFINHOME-EQ.NS,CANFIN HOMES INR10,NSI,,India
IPRU2580-MF.NS,ICICI PRUDENTIAL A CAP PRO ORIE,NSI,,India
GUJCARB.BO,Gujarat Carbon & Industries Ltd.,BSE,,India
CAPF.BO,CAPITAL FIRST LTD.,BSE,,India
CCCL.NS,Consolidated Construction Consortium Limited,NSI,General Contractors,India
CCHHL.NS,Country Club Hospitality & Holidays Limited,NSI,Resorts & Casinos,India
CCHHL-EQ.NS,COUNTRY CLUB HOSPI INR2,NSI,,India
CCL.BO,CCL PRODUCTS (INDIA) LTD.,BSE,,India
CCL.NS,CCL Products (India) Limited,NSI,Food - Major Diversified,India
CCLINTER.BO,CCL International Limited,BSE,,India
CCCL.BO,Consolidated Construction Consortium Limited,BSE,,India
CCSIN.BO,CCS Infotech Ltd.,BSE,,India
CCFCL.BO,CLASSIC GLOBAL FINANCE & CAPIT,BSE,,India
COMDI.BO,CDI International Limited,BSE,,India
CDRMEDI.BO,CDR MEDICAL INDUSTRIES LTD.,BSE,,India
CDRHLTH.BO,CDR HEALTH CARE LTD.,BSE,,India
PRISMCEM.BO,Prism Cement Limited,BSE,,India
ITDCEM.BO,ITD Cementation India Limited,BSE,,India
IDEA.NS,Idea Cellular Limited,NSI,Wireless Communications,India
IDEA.BO,Idea Cellular Ltd.,BSE,,India
PRISMCEM.NS,Prism Cement Limited,NSI,General Building Materials,India
PANCM.BO,Panyam Cements & Mineral Industries Ltd.,BSE,,India
ITDCEM.NS,ITD Cementation India Limited,NSI,General Contractors,India
EUROCERA.NS,Euro Ceramics Limited,NSI,General Building Materials,India
CESC.NS,CESC Limited,NSI,Diversified Utilities,India
CERA.NS,Cera Sanitaryware Limited,NSI,General Building Materials,India
CENTPROV.BO,The Central Provinces Railways Company Limited,BSE,,India
CELEBRITY.BO,Celebrity Fashions Limited,BSE,,India
CEEJAY.BO,Ceejay Finance Ltd.,BSE,,India
CEATLTD.NS,CEAT Limited,NSI,Rubber & Plastics,India
UDAICEMENT.BO,UDAIPUR CEMENT WORKS LTD.,BSE,,India
KAJARIACER.BO,KAJARIA CERAMICS LTD.,BSE,,India
MANGLMCEM.BO,MANGALAM CEMENT LTD.,BSE,,India
SOMANCM.BO,SOMANI CEMENT COMPANY LTD.,BSE,,India
